,car_brand,carprice,kms_driven,fuel_type,city,year_of_manufacture
898,Hyundai,340000.0,43000.0,Petrol,Noida,2018
899,Hyundai,925000.0,39240.0,Petrol,Thane,2017
900,Hyundai,545000.0,43784.0,eco_fuel,Mumbai,2019
901,Maruti,925000.0,87803.0,Diesel,Hyderabad,2018
902,Hyundai,645000.0,45000.0,Petrol,Thane,2015
903,Toyota,309000.0,35311.0,Petrol,Delhi,2011
904,Mahindra,1898999.9999999998,42347.0,Diesel,Kolkata,2018
905,Maruti,700000.0,68183.0,Petrol,Bangalore,2018
906,Mercedes-Benz,3300000.0,41679.0,Diesel,Hyderabad,2018
907,Hyundai,459999.99999999994,77394.0,Petrol,Thane,2013
908,Honda,699000.0,30610.0,Petrol,Ahmedabad,2019
909,Toyota,1140000.0,6257.0,Petrol,Thane,2021
911,Hyundai,1072000.0,75799.0,Diesel,Chennai,2017
912,Datsun,250000.0,47000.0,Petrol,Ahmedabad,2018
913,Maruti,650000.0,52000.0,eco_fuel,Thane,2013
914,Toyota,2030999.9999999998,40372.0,Diesel,Delhi,2018
915,Audi,2751000.0,45500.0,Diesel,Ahmedabad,2013
916,Ford,944999.9999999999,43624.0,Petrol,Mumbai,2019
917,Maruti,595000.0,18548.0,Petrol,Thane,2018
918,Ford,610000.0,63000.0,Petrol,Poonamallee,2019
919,Maruti,885000.0,51439.0,Diesel,Mumbai,2017
920,BMW,3275000.0,56307.0,Diesel,Bangalore,2018
921,Maruti,641000.0,30481.0,Petrol,Pune,2018
922,Hyundai,789000.0,34058.0,Petrol,Bangalore,2018
923,Honda,519000.00000000006,48285.0,Petrol,Bangalore,2015
924,Ford,790000.0,60126.0,Diesel,Ahmedabad,2017
925,BMW,3800000.0,61000.0,Diesel,Ahmedabad,2019
926,Maruti,488999.99999999994,88603.0,eco_fuel,Pune,2017
927,Maruti,209000.0,45643.0,Petrol,Kolkata,2013
928,Tata,977999.9999999999,10412.0,Diesel,Chennai,2021
929,Hyundai,570000.0,32335.0,Petrol,Bangalore,2019
930,Mercedes-Benz,1456000.0,133000.0,Petrol,Ahmedabad,2011
931,Hyundai,625000.0,80000.0,Diesel,Delhi,2014
932,Honda,599000.0,39173.0,Petrol,Bangalore,2015
933,Hyundai,450000.0,91127.0,Diesel,Hyderabad,2013
934,Hyundai,1325000.0,29373.0,Diesel,Pune,2019
935,Kia,1050000.0,23700.0,Petrol,Chennai,2020
936,Honda,399000.0,62550.0,Petrol,Thane,2013
937,Hyundai,571000.0,66000.0,Diesel,Mumbai,2015
938,Maruti,349000.0,89000.0,eco_fuel,Thane,2014
939,Hyundai,295000.0,45100.0,Petrol,Hyderabad,2016
940,Hyundai,461000.00000000006,53734.0,Petrol,Pune,2016
941,Hyundai,690000.0,74655.0,Petrol,Chennai,2016
942,Toyota,650000.0,340000.0,Diesel,Pallikarnai,2009
943,Toyota,1190000.0,54517.0,Petrol,Ahmedabad,2019
944,Maruti,335000.0,35000.0,Petrol,Ahmedabad,2019
945,Maruti,640000.0,36937.0,Petrol,Mumbai,2016
946,Mercedes-Benz,450000.0,40206.0,Petrol,Kolkata,2007
947,Hyundai,880000.0000000001,48488.0,Petrol,Thane,2016
948,Volkswagen,2376000.0,72533.0,Diesel,Pune,2017
949,Mercedes-Benz,2485000.0,44724.0,Petrol,Bangalore,2012
950,Honda,475000.0,43000.0,Diesel,Kolkata,2017
951,Hyundai,486000.00000000006,94691.0,Petrol,Pune,2015
952,Hyundai,499000.0,71550.0,Petrol,Bangalore,2013
953,Nissan,625000.0,77000.0,Diesel,Ahmedabad,2014
954,Ford,630000.0,95240.0,Diesel,Hyderabad,2015
955,Honda,595000.0,46200.0,Petrol,Mumbai,2014
956,Maruti,779000.0,58481.0,Diesel,Pune,2018
957,Honda,811000.0,8652.0,Petrol,Delhi,2019
958,Maruti,350000.0,30680.0,Petrol,Hyderabad,2017
959,Maruti,450000.0,34933.0,Petrol,Kolkata,2018
960,Hyundai,779000.0,42825.0,Petrol,Bangalore,2018
961,Hyundai,791000.0,39813.0,Petrol,Kolkata,2018
962,Volkswagen,345000.0,50667.0,Petrol,Mumbai,2011
963,Maruti,861999.9999999999,29219.0,Petrol,Pune,2020
964,Mercedes-Benz,1195000.0,63906.0,Diesel,Mumbai,2012
965,Toyota,2450000.0,35531.0,Diesel,Mumbai,2019
966,Hyundai,545000.0,23404.0,eco_fuel,Mumbai,2019
968,Hyundai,511000.00000000006,22498.0,Petrol,Kolkata,2018
969,Maruti,395000.0,68000.0,eco_fuel,Thane,2015
970,Mahindra,1044999.9999999999,70163.0,Diesel,Hyderabad,2018
971,Datsun,285000.0,48261.0,Petrol,Mumbai,2017
972,Honda,990000.0,42700.0,Petrol,Ahmedabad,2019
973,Renault,545000.0,32000.0,Petrol,Mumbai,2020
974,Ford,759000.0,46900.0,Petrol,Bangalore,2018
975,Maruti,321000.0,20315.0,Petrol,Kolkata,2018
976,Jeep,1800000.0,66500.0,Diesel,Ambattur,2018
977,Maruti,745000.0,40579.0,Diesel,Delhi,2018
978,Honda,390000.0,72474.0,Petrol,Ahmedabad,2010
979,Tata,1150000.0,1419.0,Petrol,Kolkata,2022
980,Maruti,320000.0,29799.0,Petrol,Ahmedabad,2016
981,Maruti,675000.0,73402.0,Petrol,Pune,2017
982,Maruti,269000.0,70661.0,Petrol,Pune,2015
983,Mahindra,1150000.0,148803.0,Diesel,Hyderabad,2015
984,Kia,790000.0,7500.0,Petrol,Ahmedabad,2021
985,Maruti,644000.0,53056.0,Petrol,Kolkata,2017
986,Maruti,555000.0,69817.0,eco_fuel,Pune,2020
987,Audi,1800000.0,38894.0,Diesel,Hyderabad,2013
988,Maruti,234000.0,15685.0,Petrol,Pune,2012
989,Jeep,1530000.0,18000.0,Petrol,Hyderabad,2018
990,Maruti,268000.0,76617.0,Petrol,Kolkata,2013
991,Skoda,3325000.0,32407.0,Diesel,Bangalore,2018
993,Maruti,648000.0,21852.0,Petrol,Delhi,2018
994,Mahindra,395000.0,41000.0,Petrol,Noida,2017
995,Kia,1275000.0,4000.0,Petrol,Ahmedabad,2022
996,Hyundai,675000.0,31776.0,Petrol,Thane,2018
997,Maruti,385000.0,76725.0,Petrol,Kolkata,2014
998,Maruti,544000.0,25144.0,Petrol,Kolkata,2018
999,Renault,1025000.0,63673.0,Diesel,Bangalore,2018
1000,Hyundai,534000.0,40558.0,Petrol,Chennai,2017
1001,Hyundai,1125000.0,74469.0,Diesel,Bangalore,2015
1002,Toyota,755000.0,67067.0,Petrol,Mumbai,2018
1003,Volkswagen,325000.0,77000.0,Petrol,Noida,2011
1005,Hyundai,220000.00000000003,81000.0,Petrol,Ahmedabad,2011
1006,Tata,1895000.0,30830.0,Diesel,Thane,2020
1008,Tata,569000.0,33640.0,Petrol,Bangalore,2018
1009,Volkswagen,765000.0,60240.0,Petrol,Bangalore,2015
1010,Ford,511000.00000000006,62225.0,Diesel,Mumbai,2014
1011,Audi,1689999.9999999998,48000.0,Diesel,Ahmedabad,2015
1012,Honda,795000.0,61280.0,Petrol,Mumbai,2016
1013,Maruti,670000.0,92064.0,Diesel,Hyderabad,2014
1014,Tata,789000.0,9291.0,Petrol,Pune,2020
1015,Maruti,625000.0,65000.0,Diesel,Pallikarnai,2018
1017,Toyota,990000.0,41079.0,Petrol,Pune,2019
1018,Renault,555000.0,10690.0,Petrol,Mumbai,2020
1019,Hyundai,1175000.0,36313.0,Petrol,Mumbai,2019
1020,Honda,590000.0,75258.0,Petrol,Mumbai,2015
1021,Maruti,750000.0,21523.0,Petrol,Hyderabad,2018
1022,Hyundai,310000.0,40000.0,Petrol,Thane,2016
1023,Maruti,490000.00000000006,57300.0,eco_fuel,Ahmedabad,2018
1024,BMW,1955999.9999999998,77000.0,Diesel,Ahmedabad,2010
1025,Maruti,1011999.9999999999,20744.0,Diesel,Delhi,2019
1026,Audi,3050000.0,40910.0,Diesel,Bangalore,2020
1027,Mercedes-Benz,2559000.0,25000.0,Diesel,Delhi,2017
1028,Maruti,936000.0,43162.0,Petrol,Hyderabad,2021
1029,Honda,390000.0,82000.0,Petrol,Mumbai,2010
1030,MG,1939999.9999999998,24000.0,Petrol,Delhi,2021
1031,Tata,200000.0,175000.0,Diesel,Poonamallee,2014
1032,Hyundai,471000.0,21415.0,Petrol,Bangalore,2014
1033,Maruti,445000.0,48549.0,Petrol,Mumbai,2016
1034,BMW,2149000.0,69000.0,Diesel,Delhi,2015
1035,Datsun,345000.0,1391.0,Petrol,Mumbai,2019
1036,Maruti,325000.0,42000.0,Petrol,Mumbai,2014
1037,Renault,525000.0,8097.0,Petrol,Noida,2022
1038,Maruti,408000.0,31511.0,Petrol,Delhi,2014
1039,Skoda,351000.0,65000.0,Petrol,Mumbai,2013
1040,Mercedes-Benz,4450000.0,88508.0,Diesel,Hyderabad,2018
1041,Mahindra,1299000.0,36804.0,Diesel,Kolkata,2021
1042,Hyundai,1490000.0,40000.0,Diesel,Hyderabad,2018
1043,Skoda,745000.0,117048.0,Diesel,Hyderabad,2016
1044,Maruti,350000.0,28200.0,Petrol,Ahmedabad,2021
1045,Maruti,499000.0,57742.0,Petrol,Bangalore,2014
1046,Audi,2250000.0,94520.0,Diesel,Ahmedabad,2017
1047,Mahindra,685000.0,88066.0,Diesel,Delhi,2015
1048,Volkswagen,380000.0,78140.0,Diesel,Ahmedabad,2014
1049,Tata,875000.0,29873.0,Petrol,Thane,2018
1050,Hyundai,880000.0000000001,56415.0,Diesel,Hyderabad,2019
1051,Honda,942000.0,38258.0,Petrol,Delhi,2018
1052,Volvo,1595000.0,118271.0,Diesel,Hyderabad,2016
1053,Mahindra,832000.0,29726.0,Diesel,Delhi,2019
1054,Maruti,865000.0,77000.0,Diesel,Hyderabad,2017
1055,Mahindra,1395000.0,55218.0,Diesel,Delhi,2018
1056,Maruti,1044999.9999999999,2390.0,Petrol,Mumbai,2021
1057,Hyundai,491000.0,71975.0,Petrol,Hyderabad,2017
1058,Tata,1550000.0,70930.0,Diesel,Hyderabad,2018
1059,Honda,625000.0,45751.0,Petrol,Ahmedabad,2017
1060,Maruti,369000.0,32702.0,Petrol,Kolkata,2016
1061,Honda,725000.0,45982.0,Petrol,Bangalore,2018
1062,Jeep,1745000.0,57624.0,Diesel,Hyderabad,2018
1063,Maruti,400000.0,67000.0,Petrol,Thiruvallur,2014
1064,Renault,480000.0,1245.0,Petrol,Kolkata,2021
1065,Honda,799000.0,56861.0,Petrol,Bangalore,2016
1066,Maruti,795000.0,33372.0,Petrol,Bangalore,2020
1067,Tata,2400000.0,22360.0,Diesel,Thane,2021
1068,Hyundai,425000.0,74050.0,Petrol,Pune,2014
1069,Hyundai,894999.9999999999,39389.0,Petrol,Bangalore,2018
1070,Maruti,336000.0,44042.0,Petrol,Pune,2015
1071,Mercedes-Benz,4600000.0,53841.0,Diesel,Hyderabad,2019
1072,Mahindra,1590000.0,45724.0,Diesel,Ahmedabad,2018
1073,Jeep,3700000.0,1600.0,Diesel,Hyderabad,2022
1074,Hyundai,500000.0,33583.0,Petrol,Kolkata,2019
1075,Hyundai,1044999.9999999999,32727.0,Petrol,Mumbai,2020
1076,Hyundai,868000.0,52858.0,Petrol,Delhi,2018
1077,Maruti,295000.0,88989.0,Petrol,Chennai,2016
1078,Skoda,1046000.0000000001,10418.0,Petrol,Delhi,2021
1079,Chevrolet,850000.0,65000.0,Diesel,Thane,2017
1081,Maruti,689000.0,31968.0,Petrol,Delhi,2018
1082,Hyundai,851000.0,41236.0,Petrol,Mumbai,2019
1083,Maruti,585000.0,36101.0,Petrol,Mumbai,2017
1084,Hyundai,1171000.0,44157.0,Diesel,Mumbai,2017
1085,Volkswagen,592000.0,51644.0,Petrol,Pune,2014
1086,Hyundai,983000.0,40655.0,Diesel,Delhi,2019
1087,Honda,469000.00000000006,79749.0,Petrol,Pune,2015
1088,Volkswagen,465000.00000000006,46000.0,Petrol,Noida,2018
1089,Volkswagen,399000.0,40729.0,Petrol,Kolkata,2016
1090,Hyundai,658000.0,36349.0,Petrol,Bangalore,2015
1091,Hyundai,537000.0,23345.0,eco_fuel,Pune,2019
1092,Hyundai,534000.0,33679.0,Petrol,Delhi,2016
1093,Hyundai,295000.0,56000.0,Petrol,Thane,2014
1094,Maruti,395000.0,66290.0,Petrol,Noida,2015
1095,Maruti,425000.0,41624.0,Petrol,Pune,2017
1096,Hyundai,430999.99999999994,46458.0,Petrol,Pune,2013
1097,Audi,1650000.0,116265.0,Diesel,Hyderabad,2013
1098,Honda,400000.0,50821.0,Petrol,Delhi,2014
1099,Mahindra,975000.0,87820.0,Diesel,Mumbai,2016
1100,Renault,425000.0,22785.0,Petrol,Thane,2019
1101,Maruti,450000.0,70000.0,eco_fuel,Thane,2018
1102,Mercedes-Benz,2700000.0,84169.0,Diesel,Hyderabad,2016
1103,Maruti,725000.0,12252.0,Petrol,Mumbai,2020
1104,Hyundai,910000.0,12420.0,Petrol,Pune,2021
1105,Hyundai,367000.0,50714.0,Petrol,Chennai,2014
1106,Tata,590000.0,16337.0,Petrol,Delhi,2021
1107,Maruti,795000.0,52245.0,Diesel,Thane,2017
1108,Hyundai,1097000.0,64317.0,Petrol,Pune,2020
1109,Audi,1550000.0,101850.0,Diesel,Ahmedabad,2014
1110,Hyundai,529000.0,43189.0,Petrol,Pune,2019
1111,Audi,2700000.0,82695.0,Diesel,Chennai,2016
1112,Maruti,687000.0,19225.0,eco_fuel,Pune,2021
1113,Maruti,580000.0,63323.0,Petrol,Hyderabad,2016
1114,Toyota,1150000.0,71957.0,Diesel,Hyderabad,2015
1115,Maruti,849000.0,54031.0,Petrol,Hyderabad,2020
1116,Maruti,894999.9999999999,53416.0,Diesel,Bangalore,2018
1117,BMW,2785000.0,64229.0,Diesel,Bangalore,2016
1118,Honda,375000.0,81122.0,Petrol,Bangalore,2014
1119,Maruti,579000.0,50860.0,Petrol,Bangalore,2019
1120,Skoda,1450000.0,3000.0,Petrol,Kolkata,2022
1121,Maruti,785000.0,32516.0,Petrol,Bangalore,2019
1122,Maruti,430000.0,30305.0,Petrol,Ahmedabad,2018
1123,Mahindra,571000.0,45090.0,Diesel,Kolkata,2017
1124,BMW,3950000.0,51400.0,Diesel,Hyderabad,2019
1126,Toyota,1630999.9999999998,85182.0,Diesel,Delhi,2017
1127,Hyundai,685000.0,25000.0,Petrol,Pune,2014
1128,Kia,1598000.0,14300.0,Petrol,Pune,2021
1129,Honda,645000.0,52283.0,Petrol,Mumbai,2015
1130,Tata,843000.0,9578.0,Petrol,Pune,2022
1131,Ford,600000.0,32000.0,Petrol,Ambattur,2020
1132,Honda,925000.0,43239.0,Petrol,Mumbai,2017
1133,Maruti,150000.0,150000.0,Petrol,Ambattur,2007
1134,Skoda,959000.0,54698.0,Petrol,Delhi,2020
1135,Maruti,349000.0,19097.0,Petrol,Delhi,2020
1136,Maruti,629000.0,37497.0,Petrol,Bangalore,2018
1137,Volkswagen,300000.0,76143.0,Petrol,Mumbai,2013
1138,Honda,1145000.0,28340.0,Petrol,Bangalore,2017
1139,Toyota,1227000.0,75766.0,Petrol,Delhi,2017
1140,Hyundai,600000.0,106985.0,Diesel,Hyderabad,2014
1141,Jeep,2000000.0,11000.0,Petrol,Mumbai,2020
1142,BMW,1800000.0,74073.0,Diesel,Hyderabad,2012
1144,Volkswagen,1599000.0,12093.0,Petrol,Bangalore,2021
1145,Ford,299000.0,64983.0,Diesel,Mumbai,2013
1146,Hyundai,515000.00000000006,36787.0,Petrol,Thane,2014
1147,Jeep,1126000.0,47631.0,Diesel,Kolkata,2017
1148,Maruti,752000.0,28800.0,Petrol,Ahmedabad,2017
1149,Maruti,875000.0,43000.0,Petrol,Hyderabad,2019
1150,Volkswagen,610000.0,55837.0,Petrol,Mumbai,2016
1151,Hyundai,899000.0,41441.0,Petrol,Thane,2016
1152,Volkswagen,425000.0,49047.0,Petrol,Mumbai,2015
1153,Hyundai,428000.0,55888.0,Petrol,Hyderabad,2013
1154,Hyundai,604000.0,32036.0,eco_fuel,Delhi,2021
1155,Maruti,246000.0,71169.0,Petrol,Delhi,2014
1156,Honda,2070000.0,19600.0,Petrol,Pune,2019
1157,Maruti,600000.0,61456.0,Diesel,Delhi,2017
1158,Maruti,679000.0,28417.0,Petrol,Delhi,2020
1159,Maruti,699000.0,60132.0,Diesel,Bangalore,2018
1160,Hyundai,610000.0,45571.0,Petrol,Mumbai,2017
1161,Hyundai,283000.0,34229.0,Petrol,Delhi,2014
1162,Maruti,445000.0,38754.0,Petrol,Delhi,2018
1163,Hyundai,965000.0,5564.0,Petrol,Mumbai,2019
1164,Maruti,430000.0,58006.0,Petrol,Hyderabad,2019
1165,Jeep,2475000.0,11293.0,Diesel,Mumbai,2020
1166,Volkswagen,579000.0,51000.0,Petrol,Bangalore,2015
1167,Hyundai,770000.0,77505.0,Diesel,Chennai,2017
1169,Maruti,343000.0,6370.0,Petrol,Kolkata,2019
1170,Maruti,515000.00000000006,59000.0,Petrol,Gurgaon,2017
1171,Maruti,725000.0,11874.0,Petrol,Thane,2019
1172,Renault,285000.0,56856.0,Petrol,Delhi,2017
1173,Maruti,474000.0,11824.0,Petrol,Pune,2018
1174,Mahindra,1125000.0,56877.0,Diesel,Bangalore,2016
1175,Maruti,400000.0,45000.0,eco_fuel,Thane,2015
1176,Honda,625000.0,24459.0,Petrol,Kolkata,2017
1177,Renault,314000.0,43335.0,Petrol,Pune,2016
1178,Honda,400000.0,54912.0,Petrol,Kolkata,2016
1179,Maruti,665000.0,15116.0,Petrol,Mumbai,2019
1180,Volvo,3600000.0,67713.0,Diesel,Ahmedabad,2018
1181,Maruti,725000.0,45000.0,Petrol,Hyderabad,2020
1182,Hyundai,245000.00000000003,46101.0,Petrol,Kolkata,2018
1183,Maruti,769000.0,46232.0,Petrol,Bangalore,2018
1184,Mercedes-Benz,6498999.999999999,6563.0,Diesel,Kolkata,2022
1185,Land,2699000.0,64801.0,Diesel,Kolkata,2016
1186,Mercedes-Benz,5355000.0,46023.0,Diesel,Bangalore,2018
1187,Hyundai,515000.00000000006,74371.0,Petrol,Mumbai,2014
1188,Hyundai,594000.0,58262.0,Diesel,Delhi,2018
1189,Honda,790000.0,61225.0,Petrol,Mumbai,2016
1190,Hyundai,482000.0,37882.0,Petrol,Pune,2015
1191,Ford,3300000.0,71773.0,Diesel,Hyderabad,2018
1192,Hyundai,299000.0,35982.0,Petrol,Kolkata,2012
1193,Honda,375000.0,46500.0,Petrol,Mumbai,2014
1194,Mercedes-Benz,2799000.0,24162.0,Diesel,Kolkata,2016
1195,Datsun,250000.0,43000.0,Petrol,Ahmedabad,2015
1196,Ford,465000.00000000006,53000.0,Diesel,Kolkata,2015
1197,Kia,950000.0,58063.0,Diesel,Kolkata,2021
1198,Audi,6995000.0,37648.0,Diesel,Bangalore,2018
1199,Maruti,650000.0,82366.0,Diesel,Hyderabad,2017
1200,Skoda,2500000.0,103885.0,Diesel,Hyderabad,2017
1202,Volkswagen,295000.0,63389.0,Diesel,Kolkata,2011
1203,Maruti,465000.00000000006,88000.0,Petrol,Hyderabad,2015
1204,Audi,2450000.0,43290.0,Petrol,Pune,2018
1205,Maruti,621000.0,29093.0,Petrol,Kolkata,2018
1207,Honda,550000.0,48210.0,Petrol,Thane,2017
1208,Hyundai,669000.0,14296.0,Petrol,Bangalore,2014
1209,Ford,650000.0,59511.0,Diesel,Kolkata,2018
1210,Toyota,4199000.0,6373.0,Diesel,Kolkata,2021
1211,Toyota,2200000.0,88000.0,Diesel,Hyderabad,2018
1212,Kia,1275000.0,42000.0,Petrol,Ahmedabad,2020
1213,Renault,775000.0,94931.0,Diesel,Bangalore,2015
1214,MG,1800000.0,5900.0,Petrol,Kolkata,2021
1215,Land,4307000.0,38144.0,Diesel,Ahmedabad,2019
1216,Toyota,2700000.0,48989.0,Diesel,Thane,2020
1217,Maruti,595000.0,15205.0,Petrol,Thane,2018
1218,Mercedes-Benz,6300000.0,59348.0,Diesel,Mumbai,2017
1219,Maruti,382000.0,33941.0,Petrol,Kolkata,2018
1220,Maruti,415000.00000000006,19812.0,eco_fuel,Pune,2015
1221,Volkswagen,484999.99999999994,55800.0,Petrol,Gurgaon,2018
1222,Hyundai,482000.0,35010.0,Petrol,Delhi,2017
1223,Kia,1689999.9999999998,11000.0,Petrol,Chennai,2020
1224,Maruti,570000.0,28000.0,Petrol,Thane,2017
1226,Tata,1675000.0,28000.0,Diesel,Mumbai,2020
1227,Maruti,254999.99999999997,66000.0,Petrol,Hyderabad,2012
1228,Maruti,1090000.0,32881.0,Petrol,Ahmedabad,2019
1230,BMW,835000.0,47000.0,Diesel,Thane,2011
1231,Maruti,813000.0000000001,82559.0,Diesel,Chennai,2018
1232,Kia,1850000.0,20881.0,Petrol,Hyderabad,2021
1233,Toyota,200000.0,140000.0,Petrol,Pallikarnai,2004
1234,Maruti,625000.0,48159.0,Diesel,Kolkata,2018
1235,Mercedes-Benz,1350000.0,64300.0,Diesel,Ahmedabad,2014
1236,Kia,1851000.0000000002,32244.0,Diesel,Mumbai,2020
1237,Ford,950000.0,52547.0,Petrol,Ahmedabad,2019
1238,Maruti,325000.0,71861.0,Petrol,Bangalore,2009
1239,Hyundai,469000.00000000006,24251.0,Petrol,Bangalore,2013
1240,Mercedes-Benz,4660000.0,32500.0,Diesel,Mumbai,2014
1241,Maruti,600000.0,82500.0,Diesel,Poonamallee,2017
1242,Audi,1500000.0,69727.0,Petrol,Ahmedabad,2015
1243,Hyundai,526000.0,54822.0,Petrol,Pune,2015
1244,Ford,425000.0,167000.0,Diesel,Ahmedabad,2016
1246,Hyundai,395000.0,36000.0,Petrol,Kolkata,2018
1247,Maruti,430999.99999999994,53958.0,Petrol,Kolkata,2020
1248,Maruti,690000.0,690000.0,Petrol,Thane,2018
1249,Hyundai,430000.0,50546.0,Petrol,Delhi,2014
1250,Maruti,479000.0,59175.0,Petrol,Bangalore,2015
1251,Audi,2950000.0,17300.0,Diesel,Bangalore,2018
1252,Maruti,425000.0,88000.0,Petrol,Hyderabad,2014
1253,Toyota,785000.0,28103.0,Petrol,Delhi,2019
1254,Honda,520000.0,73061.0,Petrol,Hyderabad,2015
1255,Toyota,725000.0,101330.0,Diesel,Pune,2012
1256,Maruti,942000.0,7773.0,Petrol,Pune,2021
1257,Land,8500000.0,29000.0,Petrol,Faridabad,2020
1258,Maruti,401000.0,1953.0,Petrol,Delhi,2021
1259,Hyundai,767000.0,18490.0,Petrol,Chennai,2019
1260,Hyundai,550000.0,60093.0,Diesel,Thane,2018
1261,Maruti,543000.0,46282.0,Petrol,Kolkata,2019
1262,Volkswagen,700000.0,93682.0,Petrol,Hyderabad,2015
1263,Maruti,490000.00000000006,84316.0,Diesel,Ahmedabad,2015
1264,Kia,1700000.0,20175.0,Diesel,Hyderabad,2020
1265,Hyundai,739000.0,19266.0,Petrol,Hyderabad,2017
1266,Maruti,322000.0,26802.0,Petrol,Bangalore,2016
1267,Hyundai,717000.0,20454.0,Petrol,Chennai,2018
1269,Honda,365000.0,80000.0,Petrol,Thane,2012
1270,Renault,451000.0,2421.0,Petrol,Pune,2019
1271,Hyundai,911000.0,53946.0,Petrol,Mumbai,2016
1272,Hyundai,434999.99999999994,74000.0,Petrol,Thane,2015
1273,Hyundai,775000.0,22911.0,Petrol,Thane,2018
1274,Hyundai,1450000.0,59994.0,Diesel,Hyderabad,2018
1275,Maruti,498000.00000000006,48702.0,Petrol,Delhi,2016
1276,Honda,1060000.0,12382.0,Petrol,Pune,2019
1277,Hyundai,629000.0,12930.0,Petrol,Bangalore,2016
1279,Maruti,994999.9999999999,20440.0,Petrol,Hyderabad,2019
1280,Maruti,570000.0,43000.0,Petrol,Thane,2017
1281,Maruti,468000.0,81091.0,eco_fuel,Delhi,2018
1282,Hyundai,450000.0,67621.0,Diesel,Hyderabad,2014
1283,Hyundai,650000.0,38494.0,Petrol,Mumbai,2016
1284,Maruti,547000.0,42348.0,eco_fuel,Pune,2020
1285,Maruti,527000.0,93275.0,eco_fuel,Pune,2019
1286,Maruti,367000.0,44199.0,Petrol,Kolkata,2018
1287,Audi,2180000.0,77590.0,Petrol,Delhi,2018
1288,Audi,4299000.0,15678.0,Diesel,Kolkata,2019
1289,Maruti,440000.00000000006,52000.0,eco_fuel,Thane,2016
1290,Maruti,1140000.0,28678.0,eco_fuel,Thane,2021
1291,Maruti,357000.0,40877.0,Petrol,Pune,2013
1292,Honda,557000.0,44464.0,Petrol,Chennai,2016
1293,Mahindra,725000.0,57994.0,Diesel,Hyderabad,2017
1294,Hyundai,657000.0,54982.0,Petrol,Bangalore,2017
1295,Datsun,250000.0,40000.0,Petrol,Ahmedabad,2018
1296,Maruti,199000.0,54000.0,Petrol,Thane,2010
1297,Audi,1500000.0,56173.0,Diesel,Hyderabad,2012
1298,Renault,899000.0,36700.0,Petrol,Bangalore,2019
1299,Volkswagen,1895000.0,2377.0,Petrol,Hyderabad,2022
1300,Volvo,1800000.0,83893.0,Diesel,Hyderabad,2016
1301,Hyundai,425000.0,96000.0,Petrol,Noida,2011
1302,Renault,339000.0,64346.0,Petrol,Bangalore,2016
1304,Hyundai,441000.0,15447.0,Petrol,Kolkata,2020
1305,MG,1599000.0,29979.0,Petrol,Bangalore,2019
1306,Skoda,1698999.9999999998,45661.0,Petrol,Thane,2018
1307,MG,1919000.0000000002,57946.0,eco_fuel,Bangalore,2020
1308,Renault,369000.0,43361.0,Petrol,Bangalore,2017
1309,Honda,861999.9999999999,18711.0,Petrol,Delhi,2017
1310,Tata,850000.0,29700.0,Petrol,Chennai,2020
1311,Isuzu,1895000.0,64377.0,Diesel,Bangalore,2018
1312,Maruti,597000.0,57498.0,Diesel,Delhi,2017
1313,Toyota,550000.0,169100.0,Diesel,Ambattur,2015
1314,Maruti,479000.0,24389.0,Petrol,Delhi,2016
1315,Tata,1620000.0,21077.0,Diesel,Thane,2019
1316,Tata,1475000.0,21065.0,eco_fuel,Thane,2022
1318,Hyundai,1175000.0,24410.0,Petrol,Hyderabad,2020
1319,Hyundai,715000.0,14000.0,Petrol,Thane,2018
1321,Maruti,645000.0,69939.0,Diesel,Bangalore,2016
1322,Volkswagen,609000.0,25501.0,Petrol,Bangalore,2017
1323,Hyundai,827999.9999999999,78623.0,Petrol,Delhi,2016
1324,Kia,1105000.0,25483.0,Petrol,Kolkata,2019
1325,Maruti,735000.0,46993.0,Petrol,Thane,2017
1326,Maruti,366000.0,4697.0,Petrol,Delhi,2020
1327,Maruti,430000.0,53000.0,Petrol,Ahmedabad,2016
1328,Maruti,811999.9999999999,61867.0,Petrol,Delhi,2019
1329,Maruti,950000.0,28016.0,Diesel,Hyderabad,2018
1330,Ford,790000.0,71400.0,Diesel,Ahmedabad,2017
1331,Ford,3595000.0000000005,27635.0,Diesel,Bangalore,2019
1332,Jeep,1285000.0,48179.0,Petrol,Mumbai,2018
1333,Renault,779000.0,99938.0,Petrol,Bangalore,2018
1334,Hyundai,566000.0,12842.0,Petrol,Kolkata,2019
1335,Toyota,1027000.0,8465.0,Petrol,Delhi,2021
1336,Renault,539000.0,30040.0,Petrol,Kolkata,2019
1337,Maruti,725000.0,45745.0,Petrol,Hyderabad,2020
1338,Audi,3175000.0,62410.0,Diesel,Bangalore,2016
1339,Hyundai,540000.0,29135.0,Petrol,Thane,2017
1340,Mercedes-Benz,11900000.0,24500.0,Petrol,Kolkata,2017
1341,Hyundai,992000.0,8000.0,Petrol,Delhi,2019
1342,Volkswagen,839000.0,40000.0,Petrol,Ahmedabad,2018
1343,Maruti,400000.0,48502.0,Petrol,Faridabad,2017
1344,Datsun,465000.00000000006,10655.0,Petrol,Chennai,2021
1345,Ford,185000.0,55000.0,Diesel,Kolkata,2011
1347,Hyundai,729000.0,33863.0,Petrol,Bangalore,2021
